drug_name,drug_name_en,drug_synonyms,targets,mechanism_of_action,research_institution,drug_category_1,drug_category_2,drug_category_3,drug_tag,pharmacological_type,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,disease_area,npuid,originator_country,highest_phase_indication_standard,global_highest_phase_all_indication,global_highest_phase_all_indication_date,global_highest_phase_all_indication_standard,research_institution_count,is_cyclic_peptide,is_rare_disease,is_top20_mnc,top20_mnc_list,originator_company_list,count_originator,research_institution_list,therapeutic_area_list,count_therapeutic_area,therapeutic_area_primary,therapeutic_area_secondary,therapeutic_area_tertiary,global_highest_phase_all_indication_sort_val,highest_phase_standard_sort_val,therapeutic_area_primary_en,therapeutic_area_secondary_en,therapeutic_area_tertiary_en,indications_json
CN121045338A-1,CN121045338A-1,CN121045338A-1,CAIX,anti-CAIX多肽偶联核素;68Ga标记的PET药物,原子高科(原研),创新药,生物,多肽;放射性药物;偶联药物,环肽,多肽偶联核素;68Ga标记的PET药物,临床前,,Active,肿瘤领域,DR090564,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['原子高科'],1,['原子高科(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""肾透明细胞癌"", ""indication_en"": ""clear cell renal cell carcinoma"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
CN2097,CN2097,CN2097,PSD95,PSD95抑制剂,Aingeal therapeutics(原研),创新药,化药,多肽,环肽;差异化疾病,抑制剂,临床前,,Active,罕见疾病领域,DR036352,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,TRUE,FALSE,[],['Aingeal therapeutics'],1,['Aingeal therapeutics(原研)'],[],0,,,,-1,-1,,,,"[{""indication"": ""快乐木偶综合症"", ""indication_en"": ""happy puppet syndrome"", ""therapeutic_area"": null, ""therapeutic_area_en"": null, ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""外伤性脑损伤"", ""indication_en"": ""traumatic brain injury"", ""therapeutic_area"": ""神经领域"", ""therapeutic_area_en"": ""Neurology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""难治性抑郁症"", ""indication_en"": ""treatment-resistant depression"", ""therapeutic_area"": ""精神领域"", ""therapeutic_area_en"": ""Psychiatry"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
CP7-FP13-2,CP7-FP13-2,CP7-FP13-2,not available,,南方医科大学(原研),创新药,化药,多肽,环肽,其他,临床前,,Active,感染领域,DR026410,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['南方医科大学'],1,['南方医科大学(原研)'],['感染领域'],1,感染领域,,,-1,-1,Infectious Diseases,,,"[{""indication"": ""葡萄球菌感染"", ""indication_en"": ""Staph infection"", ""therapeutic_area"": ""感染领域"", ""therapeutic_area_en"": ""Infectious Diseases"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
CPX-101,CPX-101,CPX-101,BMP7,BMP7类似物,Chondropeptix(原研),创新药,其他,多肽,环肽;TGF-β信号通路;Potential First-in-Class,类似物,临床前,,Active,骨骼肌肉领域,DR029351,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Chondropeptix'],1,['Chondropeptix(原研)'],['骨骼肌肉领域'],1,骨骼肌肉领域,,,-1,-1,Musculoskeletal,,,"[{""indication"": ""骨关节炎"", ""indication_en"": ""osteoarthritis"", ""therapeutic_area"": ""骨骼肌肉领域"", ""therapeutic_area_en"": ""Musculoskeletal"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
CRRL191,CRRL191,CRRL191,NPR1,NPR1激活剂,Mayo Clinic(原研),创新药,化药,多肽,环肽,激活剂,临床前,,Active,心脑血管领域,DR073668,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Mayo Clinic'],1,['Mayo Clinic(原研)'],['心脑血管领域'],1,心脑血管领域,,,-1,-1,Cardiovascular & Cerebrovascular,,,"[{""indication"": ""高血压"", ""indication_en"": ""hypertension"", ""therapeutic_area"": ""心脑血管领域"", ""therapeutic_area_en"": ""Cardiovascular & Cerebrovascular"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
CRRL269,CRRL269,CRRL269,NPR1,NPR1激活剂,Mayo Clinic(原研),创新药,化药,多肽,环肽;差异化疾病,激活剂,临床前,,Active,泌尿生殖领域,DR052784,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Mayo Clinic'],1,['Mayo Clinic(原研)'],['泌尿生殖领域'],1,泌尿生殖领域,,,-1,-1,Genitourinary,,,"[{""indication"": ""急性肾损伤"", ""indication_en"": ""acute kidney injury"", ""therapeutic_area"": ""泌尿生殖领域"", ""therapeutic_area_en"": ""Genitourinary"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
CRRL555,CRRL555,CRRL555,ANP,ANP类似物,Mayo Clinic(原研),创新药,化药,多肽,环肽;Potential First-in-Class,类似物,临床前,,Active,心脑血管领域,DR073078,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Mayo Clinic'],1,['Mayo Clinic(原研)'],['心脑血管领域'],1,心脑血管领域,,,-1,-1,Cardiovascular & Cerebrovascular,,,"[{""indication"": ""高血压"", ""indication_en"": ""hypertension"", ""therapeutic_area"": ""心脑血管领域"", ""therapeutic_area_en"": ""Cardiovascular & Cerebrovascular"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
CXCR4-targeting radiopharmaceutical,CXCR4-targeting radiopharmaceutical (Alpha-9),CXCR4-targeting radiopharmaceutical;CXCR4-targeting radiopharmaceutical (Alpha-9),CXCR4,,Alpha-9(原研),创新药,其他,多肽,环肽;G蛋白偶联受体,其他,临床前,,Active,肿瘤领域,DR044356,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Alpha-9'],1,['Alpha-9(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""肿瘤"", ""indication_en"": ""tumor"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
CXJ-2,CXJ-2,CXJ-2,elastin-binding protein,elastin-binding protein抑制剂,中山大学(原研),创新药,化药,多肽,环肽;Potential First-in-Class,抑制剂,临床前,,Active,消化领域,DR063621,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['中山大学'],1,['中山大学(原研)'],['消化领域'],1,消化领域,,,-1,-1,Digestive System,,,"[{""indication"": ""肝纤维化"", ""indication_en"": ""liver fibrosis"", ""therapeutic_area"": ""消化领域"", ""therapeutic_area_en"": ""Digestive System"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
Cequa,Cequa (cyclosporine A),Cequa;Cequa (环孢素);Cequa (cyclosporine A);Seciera;OTX-101,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,康哲药业;Ocular Technologies(Sun Pharma);Auven Therapeutics(原研)(无权益),微创新,化药,多肽,环肽;胆汁酸通路;非降解型分子胶,抑制剂;分子胶,批准上市,2018/8/14,Active,眼科领域,DR038984,欧洲,approved,批准上市,2018/8/14,approved,3,TRUE,FALSE,FALSE,[],['Auven Therapeutics'],1,"['康哲药业', 'Ocular Technologies(Sun Pharma)', 'Auven Therapeutics(原研)(无权益)']",['眼科领域'],1,眼科领域,,,5,5,Ophthalmology,,,"[{""indication"": ""干眼病"", ""indication_en"": ""dry eye disease"", ""therapeutic_area"": ""眼科领域"", ""therapeutic_area_en"": ""Ophthalmology"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}, {""indication"": ""炎症(未指明)"", ""indication_en"": ""Inflammation (unspecified)"", ""therapeutic_area"": ""免疫领域"", ""therapeutic_area_en"": ""Immunology"", ""highest_phase"": ""phase 1"", ""highest_phase_sort_val"": 1}]"
Colistin Cyclops,Colistin Cyclops (inhaled colistin),Colistin Cyclops;Colistin Cyclops (粘菌素吸入粉);Colistin Cyclops (inhaled colistin),not available,多粘菌素类抗生素,PureIMS(原研),微创新,化药,其他,环肽,多粘菌素类抗生素,临床前,,Active,感染领域;呼吸领域,DR075147,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['PureIMS'],1,['PureIMS(原研)'],"['感染领域', '呼吸领域']",2,感染领域,呼吸领域,,-1,-1,Infectious Diseases,Respiratory,,"[{""indication"": ""肺部感染"", ""indication_en"": ""lung infection"", ""therapeutic_area"": ""感染领域"", ""therapeutic_area_en"": ""Infectious Diseases"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""囊性纤维化"", ""indication_en"": ""cystic fibrosis"", ""therapeutic_area"": ""呼吸领域"", ""therapeutic_area_en"": ""Respiratory"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}, {""indication"": ""绿脓杆菌感染"", ""indication_en"": ""Pseudomonas aeruginosa infection"", ""therapeutic_area"": ""感染领域"", ""therapeutic_area_en"": ""Infectious Diseases"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
Cp1,Cp1 (Changhai Hospital),Cp1;Cp1 (长海医院);Cp1 (Changhai Hospital),C5a,C5a阻断剂,上海长海医院(原研),创新药,其他,多肽,环肽;差异化疾病;Potential First-in-Class,阻断剂,临床前,,Active,感染领域,DR088698,中国(内地),pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['上海长海医院'],1,['上海长海医院(原研)'],['感染领域'],1,感染领域,,,-1,-1,Infectious Diseases,,,"[{""indication"": ""脓毒症"", ""indication_en"": ""sepsis"", ""therapeutic_area"": ""感染领域"", ""therapeutic_area_en"": ""Infectious Diseases"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
CsA-SNU2001,CsA-SNU2001,CsA-SNU2001;SNU2101,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,CAMP Therapeutics(原研),微创新,化药,多肽,环肽;胆汁酸通路;非降解型分子胶;中国无申报,抑制剂;分子胶,I期临床,,Active,眼科领域,DR075599,韩国,phase 1,I期临床,,phase 1,1,TRUE,FALSE,FALSE,[],['CAMP Therapeutics'],1,['CAMP Therapeutics(原研)'],['眼科领域'],1,眼科领域,,,1,1,Ophthalmology,,,"[{""indication"": ""干眼病"", ""indication_en"": ""dry eye disease"", ""therapeutic_area"": ""眼科领域"", ""therapeutic_area_en"": ""Ophthalmology"", ""highest_phase"": ""phase 1"", ""highest_phase_sort_val"": 1}]"
CyclASol,CyclASol (cyclosporine A),CyclASol;CyclASol (环孢素);CyclASol (cyclosporine A);SHR8028;Vevye;Vevizye,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,恒瑞医药;Novaliq(原研);Harrow,微创新,化药,多肽,环肽;胆汁酸通路;非降解型分子胶,抑制剂;分子胶,批准上市,2023/5/30,Active,眼科领域,DR015549,欧洲,approved,批准上市,2023/5/30,approved,3,TRUE,FALSE,FALSE,[],['Novaliq'],1,"['恒瑞医药', 'Novaliq(原研)', 'Harrow']",['眼科领域'],1,眼科领域,,,5,5,Ophthalmology,,,"[{""indication"": ""干眼病"", ""indication_en"": ""dry eye disease"", ""therapeutic_area"": ""眼科领域"", ""therapeutic_area_en"": ""Ophthalmology"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}]"
Cyclin A targeting macrocyclic compound,Cyclin A targeting macrocyclic compound (Circle Pharma),Cyclin A targeting macrocyclic compound;Cyclin A targeting macrocyclic compound (Circle Pharma),cyclin A,cyclin A抑制剂,Circle Pharma(原研),创新药,化药,多肽,环肽;细胞周期;Potential First-in-Class,抑制剂,临床前,,Active,肿瘤领域;罕见疾病领域,DR036896,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,TRUE,FALSE,[],['Circle Pharma'],1,['Circle Pharma(原研)'],['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""小细胞肺癌"", ""indication_en"": ""small cell lung cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
Cyclopeptides,Cyclopeptides (advanceCOR),Cyclopeptides;Cyclopeptides (advanceCOR),TSHR,,advanceCOR(原研),创新药,生物,多肽,环肽,其他,临床前,,Active,免疫领域;内分泌及代谢领域,DR052507,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['advanceCOR'],1,['advanceCOR(原研)'],"['免疫领域', '内分泌及代谢领域']",2,免疫领域,内分泌及代谢领域,,-1,-1,Immunology,Endocrinology & Metabolism,,"[{""indication"": ""格雷夫斯病"", ""indication_en"": ""Graves' disease"", ""therapeutic_area"": ""免疫领域"", ""therapeutic_area_en"": ""Immunology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
Cyporin N,Cyporin N (cyclosporine nanoemulsion),Cyporin N;Cyporin N (环孢素纳米乳);Cyporin N (cyclosporine nanoemulsion);TJO-087,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,Taejoon Pharm(原研),微创新,化药,多肽,环肽;胆汁酸通路;非降解型分子胶;中国无申报,抑制剂;分子胶,批准上市,,Active,眼科领域,DR022738,韩国,approved,批准上市,,approved,1,TRUE,FALSE,FALSE,[],['Taejoon Pharm'],1,['Taejoon Pharm(原研)'],['眼科领域'],1,眼科领域,,,5,5,Ophthalmology,,,"[{""indication"": ""干眼病"", ""indication_en"": ""dry eye disease"", ""therapeutic_area"": ""眼科领域"", ""therapeutic_area_en"": ""Ophthalmology"", ""highest_phase"": ""approved"", ""highest_phase_sort_val"": 5}]"
DD01,DD01,DD01;SAL0125,GLP-1R;GCGR,GLP-1R×GCGR激动剂,信立泰;D&D Pharmatech(原研),创新药,化药,多肽,环肽;肠促胰岛素通路,激动剂,II期临床,2024/5/13,Active,内分泌及代谢领域,DR016577,韩国,phase 2,II期临床,2024/5/13,phase 2,2,TRUE,FALSE,FALSE,[],['D&D Pharmatech'],1,"['信立泰', 'D&D Pharmatech(原研)']",['内分泌及代谢领域'],1,内分泌及代谢领域,,,2,2,Endocrinology & Metabolism,,,"[{""indication"": ""肥胖"", ""indication_en"": ""obesity"", ""therapeutic_area"": ""内分泌及代谢领域"", ""therapeutic_area_en"": ""Endocrinology & Metabolism"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""代谢相关脂肪性肝炎"", ""indication_en"": ""Metabolic related steatohepatitis"", ""therapeutic_area"": ""消化领域"", ""therapeutic_area_en"": ""Digestive System"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""超重"", ""indication_en"": ""overweight"", ""therapeutic_area"": ""内分泌及代谢领域"", ""therapeutic_area_en"": ""Endocrinology & Metabolism"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}, {""indication"": ""2型糖尿病"", ""indication_en"": ""type 2 diabetes"", ""therapeutic_area"": ""内分泌及代谢领域"", ""therapeutic_area_en"": ""Endocrinology & Metabolism"", ""highest_phase"": ""phase 1"", ""highest_phase_sort_val"": 1}, {""indication"": ""代谢相关脂肪性肝病"", ""indication_en"": ""metabolic related fatty liver disease"", ""therapeutic_area"": ""消化领域"", ""therapeutic_area_en"": ""Digestive System"", ""highest_phase"": ""phase 1"", ""highest_phase_sort_val"": 1}]"
DYV024,DYV024 (cyclosporine transdermal delivery),DYV024;DYV024 (环孢素透皮递送);DYV024 (cyclosporine transdermal delivery),CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,Dyve Biosciences(原研),微创新,化药,小分子,环肽;胆汁酸通路;非降解型分子胶,抑制剂;分子胶,临床前,,Active,免疫领域;皮肤领域,DR052450,美国,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Dyve Biosciences'],1,['Dyve Biosciences(原研)'],"['免疫领域', '皮肤领域']",2,免疫领域,皮肤领域,,-1,-1,Immunology,Dermatology,,"[{""indication"": ""银屑病"", ""indication_en"": ""psoriasis"", ""therapeutic_area"": ""免疫领域"", ""therapeutic_area_en"": ""Immunology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
Debio 4126,Debio 4126 (12-week prolonged-release octreotide),Debio 4126;Debio 4126 (12周缓释奥曲肽);Debio 4126 (12-week prolonged-release octreotide),somatostatin,somatostatin类似物,Debiopharm(原研),微创新,化药,多肽,环肽,类似物,III期临床,2025/4/16,Active,内分泌及代谢领域;罕见疾病领域,DR003491,欧洲,phase 3,III期临床,2025/4/16,phase 3,1,TRUE,TRUE,FALSE,[],['Debiopharm'],1,['Debiopharm(原研)'],['内分泌及代谢领域'],1,内分泌及代谢领域,,,3,3,Endocrinology & Metabolism,,,"[{""indication"": ""肢端肥大症"", ""indication_en"": ""acromegaly"", ""therapeutic_area"": ""内分泌及代谢领域"", ""therapeutic_area_en"": ""Endocrinology & Metabolism"", ""highest_phase"": ""phase 3"", ""highest_phase_sort_val"": 3}, {""indication"": ""胃肠胰神经内分泌肿瘤"", ""indication_en"": ""Gastroenteropancreatic neuroendocrine tumors"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""phase 2"", ""highest_phase_sort_val"": 2}]"
EGFR-targeted cyclic peptides project,EGFR-targeted cyclic peptides project (GeneFrontier),EGFR-targeted cyclic peptides project;EGFR-targeted cyclic peptides project (GeneFrontier),EGFR,,GeneFrontier(原研),创新药,化药,多肽,环肽;受体酪氨酸激酶,其他,临床前,,Active,其他领域,DR088904,日本,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['GeneFrontier'],1,['GeneFrontier(原研)'],['其他领域'],1,其他领域,,,-1,-1,Others,,,"[{""indication"": ""未知/待定"", ""indication_en"": ""unknown/pending"", ""therapeutic_area"": ""其他领域"", ""therapeutic_area_en"": ""Others"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
ET-600,ET-600 (desmopressin oral solution),ET-600;ET-600 (去氨加压素口服溶液);ET-600 (desmopressin oral solution),vasopressin,vasopressin类似物,Eton Pharmaceuticals(原研),微创新,化药,多肽,环肽,类似物,申请上市,2025/4/28,Active,内分泌及代谢领域,DR068510,美国,pre-registration,申请上市,2025/4/28,pre-registration,1,TRUE,FALSE,FALSE,[],['Eton Pharmaceuticals'],1,['Eton Pharmaceuticals(原研)'],['内分泌及代谢领域'],1,内分泌及代谢领域,,,4,4,Endocrinology & Metabolism,,,"[{""indication"": ""中枢性尿崩症"", ""indication_en"": ""central diabetes insipidus"", ""therapeutic_area"": ""内分泌及代谢领域"", ""therapeutic_area_en"": ""Endocrinology & Metabolism"", ""highest_phase"": ""pre-registration"", ""highest_phase_sort_val"": 4}]"
Enniatin A ,Enniatin A (Augusta University),Enniatin A ;Enniatin A (Augusta University),not available,,University of Notre Dame(原研);Augusta University(原研),创新药,其他,其他,环肽,其他,临床前,,Active,肿瘤领域,DR084296,美国,pre-clinical,临床前,,pre-clinical,2,TRUE,FALSE,FALSE,[],"['University of Notre Dame', 'Augusta University']",2,"['University of Notre Dame(原研)', 'Augusta University(原研)']",['肿瘤领域'],1,肿瘤领域,,,-1,-1,Oncology,,,"[{""indication"": ""三阴性乳腺癌"", ""indication_en"": ""triple negative breast cancer"", ""therapeutic_area"": ""肿瘤领域"", ""therapeutic_area_en"": ""Oncology"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
EphA2-68Ga imaging agent,EphA2-68Ga imaging agent (Bicycle),EphA2-68Ga imaging agent;EphA2-68Ga imaging agent (Bicycle),EphA2,anti-EphA2多肽偶联核素;68Ga标记的PET药物,Bicycle Therapeutics(原研),创新药,化药,多肽;放射性药物;偶联药物,环肽;诊断用放射性药物;受体酪氨酸激酶;Potential First-in-Class,多肽偶联核素;68Ga标记的PET药物,临床前,,Active,诊断试剂领域,DR073753,欧洲,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['Bicycle Therapeutics'],1,['Bicycle Therapeutics(原研)'],['诊断试剂领域'],1,诊断试剂领域,,,-1,-1,Diagnostic Reagents,,,"[{""indication"": ""PET显像"", ""indication_en"": ""PET imaging"", ""therapeutic_area"": ""诊断试剂领域"", ""therapeutic_area_en"": ""Diagnostic Reagents"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
Erk2-targeted cyclic peptides project,Erk2-targeted cyclic peptides project (GeneFrontier),Erk2-targeted cyclic peptides project;Erk2-targeted cyclic peptides project (GeneFrontier),ERK2,,GeneFrontier(原研),创新药,化药,多肽,环肽;MAPK信号通路,其他,临床前,,Active,其他领域,DR088905,日本,pre-clinical,临床前,,pre-clinical,1,TRUE,FALSE,FALSE,[],['GeneFrontier'],1,['GeneFrontier(原研)'],['其他领域'],1,其他领域,,,-1,-1,Others,,,"[{""indication"": ""未知/待定"", ""indication_en"": ""unknown/pending"", ""therapeutic_area"": ""其他领域"", ""therapeutic_area_en"": ""Others"", ""highest_phase"": ""pre-clinical"", ""highest_phase_sort_val"": -1}]"
