drug_name,drug_name_en,indication,indication_en,company_clean,therapeutic_area_norm,therapeutic_area_norm_en,highest_phase_indication_standard,highest_phase_standard_sort_val,drug_synonyms,targets,mechanism_of_action,global_highest_phase_all_indication_standard,global_highest_phase_all_indication_sort_val,global_highest_phase_all_indication_date,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,drug_category_1,drug_category_2,drug_category_3,drug_tag,pharmacological_type,is_top20_mnc,is_cyclic_peptide,is_rare_disease,is_originator_indication_drug,is_top20mnc_indication_drug,research_institution,research_institution_count
环孢素,cyclosporine,干眼病,dry eye disease,Sandoz,眼科领域,Ophthalmology,approved,5,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,approved,5,1983-11-14,批准上市,,Active,创新药,化药,多肽,环肽;胆汁酸通路;First-in-Class;差异化疾病;非降解型分子胶,抑制剂;分子胶,False,True,False,True,False,Sandoz(原研),1
环孢素,cyclosporine,角结膜炎,keratoconjunctivitis,Sandoz,眼科领域,Ophthalmology,approved,5,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,approved,5,1983-11-14,批准上市,,Active,创新药,化药,多肽,环肽;胆汁酸通路;First-in-Class;差异化疾病;非降解型分子胶,抑制剂;分子胶,False,True,False,True,False,Sandoz(原研),1
环孢素,cyclosporine,非感染性葡萄膜炎,noninfectious uveitis,Sandoz,眼科领域,Ophthalmology,approved,5,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,approved,5,1983-11-14,批准上市,,Active,创新药,化药,多肽,环肽;胆汁酸通路;First-in-Class;差异化疾病;非降解型分子胶,抑制剂;分子胶,False,True,False,True,False,Sandoz(原研),1
环孢素,cyclosporine,溃疡性结肠炎,ulcerative colitis,Sandoz,消化领域,Digestive System,phase 3,3,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,approved,5,1983-11-14,III期临床,,Active,创新药,化药,多肽,环肽;胆汁酸通路;First-in-Class;差异化疾病;非降解型分子胶,抑制剂;分子胶,False,True,False,True,False,Sandoz(原研),1
环孢素,cyclosporine,章鱼壶心肌症,Takotsubo cardiomyopathy,Sandoz,心脑血管领域,Cardiovascular & Cerebrovascular,phase 2,2,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,approved,5,1983-11-14,II期临床,,Active,创新药,化药,多肽,环肽;胆汁酸通路;First-in-Class;差异化疾病;非降解型分子胶,抑制剂;分子胶,False,True,True,True,False,Sandoz(原研),1
奥曲肽,octreotide,类癌,carcinoid,Novartis,肿瘤领域,Oncology,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,1988-10-21,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,True,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,类癌综合征,carcinoid syndrome,Novartis,肿瘤领域,Oncology,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,2003-07-08,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,True,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,低血糖症,hypoglycemia,Novartis,内分泌及代谢领域,Endocrinology & Metabolism,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,2024-06-03,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,肢端肥大症,acromegaly,Novartis,内分泌及代谢领域,Endocrinology & Metabolism,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,1988-10-21,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,True,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,甲状腺肿,goiter,Novartis,内分泌及代谢领域,Endocrinology & Metabolism,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,消化性溃疡,peptic ulcer,Novartis,消化领域,Digestive System,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,肝硬化,Cirrhosis,Novartis,消化领域,Digestive System,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,出血,Bleeding,Novartis,其他领域,Others,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,2023-01-29,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,胃泌素瘤,gastrinoma,Novartis,肿瘤领域,Oncology,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,2003-07-08,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,True,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,食管静脉曲张出血,Esophageal variceal bleeding,Novartis,消化领域,Digestive System,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,2023-01-05,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,消化性溃疡出血,peptic ulcer bleeding,Novartis,消化领域,Digestive System,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,十二指肠溃疡出血,duodenal ulcer bleeding,Novartis,消化领域,Digestive System,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,胰瘘,pancreatic fistula,Novartis,消化领域,Digestive System,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,胰岛细胞瘤,islet cell tumor,Novartis,肿瘤领域,Oncology,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,2003-07-08,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,True,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,胃肠胰神经内分泌肿瘤,Gastroenteropancreatic neuroendocrine tumors,Novartis,肿瘤领域,Oncology,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,1988-10-21,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,True,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,食管静脉曲张,Esophageal varices,Novartis,消化领域,Digestive System,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,2023-01-29,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,急性胰腺炎,acute pancreatitis,Novartis,消化领域,Digestive System,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,血管活性肠肽瘤,vasoactive intestinal peptide tumor,Novartis,肿瘤领域,Oncology,approved,5,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,批准上市,2003-07-08,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,True,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,神经内分泌肿瘤,neuroendocrine tumors,Novartis,肿瘤领域,Oncology,phase 3,3,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,III期临床,2005-09-15,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,True,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,消化道出血,gastrointestinal bleeding,Novartis,消化领域,Digestive System,phase 3,3,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,III期临床,2015-03-10,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,增殖性糖尿病视网膜病变,proliferative diabetic retinopathy,Novartis,眼科领域,Ophthalmology,phase 3,3,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,III期临床,2005-08-16,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,多囊肝病,polycystic liver disease,Novartis,消化领域,Digestive System,phase 3,3,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,II/III期临床,2007-01-24,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,True,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,肿瘤,tumor,Novartis,肿瘤领域,Oncology,phase 2,2,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,II期临床,2023-09-21,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,胰腺神经内分泌肿瘤,pancreatic neuroendocrine tumors,Novartis,肿瘤领域,Oncology,phase 2,2,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,II期临床,2005-06-08,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,True,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,胃肠道神经内分泌肿瘤,gastrointestinal neuroendocrine tumors,Novartis,肿瘤领域,Oncology,phase 2,2,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,II期临床,2005-09-28,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,True,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,脑膜瘤,Meningioma,Novartis,肿瘤领域,Oncology,phase 2,2,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,II期临床,2015-01-07,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,十二指肠疾病,duodenal disease,Novartis,消化领域,Digestive System,phase 2,2,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,II期临床,2023-09-21,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,脑膜血管外皮细胞瘤,Meningeal hemangiopericytoma,Novartis,肿瘤领域,Oncology,phase 2,2,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,II期临床,,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,2型糖尿病,type 2 diabetes,Novartis,内分泌及代谢领域,Endocrinology & Metabolism,phase 1,1,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,I期临床,2024-06-21,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,代谢相关脂肪性肝病,metabolic related fatty liver disease,Novartis,消化领域,Digestive System,phase 1,1,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,I期临床,2023-11-13,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,糖尿病黄斑水肿,diabetic macular edema,Novartis,眼科领域,Ophthalmology,phase 1,1,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,I期临床,2025-03-18,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,腹泻,diarrhea,Novartis,消化领域,Digestive System,phase 1,1,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,I期临床,2001-08-31,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,False,True,True,Novartis(Top20 MNC)(原研),1
奥曲肽,octreotide,原发性神经外胚层肿瘤,primary neuroectodermal tumor,Novartis,肿瘤领域,Oncology,phase 1,1,奥曲肽;octreotide;Sandostatin LAR;Sandostatin;octeotride;SMS995;SMS 201-995;善龙;善宁,somatostatin,somatostatin类似物,approved,5,1988-10-21,I期临床,2023-10-12,Active,创新药,化药,多肽,环肽;First-in-Class;差异化疾病,类似物,True,True,True,True,True,Novartis(Top20 MNC)(原研),1
铟[111In]喷曲肽,indium In-111 pentetreotide,放射性核素显像,radionuclide imaging,Keenova Therapeutics,诊断试剂领域,Diagnostic Reagents,approved,5,铟[111In]喷曲肽;indium In-111 pentetreotide;Octreoscan;In111-pentetréotide;pentetreotide;indium-111 pentetreotide;indium-111-Octreoscan;indium-111 pentreotide;111In-DTPA-octreotide;111In-octreotide,SSTR,含铟放射性示踪剂;anti-SSTR多肽偶联核素,approved,5,1994-06-02,批准上市,2015-09-28,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;诊断用放射性药物,含铟放射性示踪剂;多肽偶联核素,False,True,False,True,False,Keenova Therapeutics(原研),1
铟[111In]喷曲肽,indium In-111 pentetreotide,神经内分泌肿瘤,neuroendocrine tumors,Keenova Therapeutics,肿瘤领域,Oncology,approved,5,铟[111In]喷曲肽;indium In-111 pentetreotide;Octreoscan;In111-pentetréotide;pentetreotide;indium-111 pentetreotide;indium-111-Octreoscan;indium-111 pentreotide;111In-DTPA-octreotide;111In-octreotide,SSTR,含铟放射性示踪剂;anti-SSTR多肽偶联核素,approved,5,1994-06-02,批准上市,2015-09-28,Active,创新药,化药,多肽;放射性药物;偶联药物,环肽;First-in-Class;诊断用放射性药物,含铟放射性示踪剂;多肽偶联核素,False,True,True,True,False,Keenova Therapeutics(原研),1
