drug_name,targets,mechanism_of_action,research_institution,indication_original,global_highest_phase_indication,global_highest_phase_indication_start_date,global_development_status,drug_category_3,drug_category_2,drug_tag,pharmacological_type,drug_category_1,drug_synonyms,carrier_type,disease_area,formulation_china,npuid,additional_data,originator_country,originator_rightsregion,china_highest_phase,usa_highest_phase,china_highest_phase_start_date,usa_highest_phase_start_date,highest_phase_indication_standard,global_highest_phase_all_indication,global_highest_phase_all_indication_date,global_highest_phase_all_indication_standard,research_institution_count,is_cyclic_peptide,is_rare_disease,is_top20_mnc,top20_mnc_list,originator_company_list,count_originator,research_institution_list,therapeutic_area_norm,indication,therapeutic_area_list,count_therapeutic_area,therapeutic_area_primary,therapeutic_area_secondary,therapeutic_area_tertiary,global_highest_phase_all_indication_sort_val,highest_phase_standard_sort_val,therapeutic_area_norm_en,therapeutic_area_primary_en,therapeutic_area_secondary_en,therapeutic_area_tertiary_en,indication_en,drug_name_en,drug_synonyms_en
去氨加压素,vasopressin,vasopressin类似物,Ferring Pharmaceuticals(原研);维健医药,尿崩症,I期临床,1999-10-19,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna,,内分泌及代谢领域,"批准上市:注射剂;片剂_x000D_
I期临床:舌下片",DR032515,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,1978-02-21,approved,2,True,False,False,[],['Ferring Pharmaceuticals'],1,"['Ferring Pharmaceuticals(原研)', '维健医药']",内分泌及代谢领域,尿崩症,['内分泌及代谢领域'],1,内分泌及代谢领域,,,5,1,Endocrinology & Metabolism,Endocrinology & Metabolism,,,diabetes insipidus,desmopressin,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna
去氨加压素,vasopressin,vasopressin类似物,Ferring Pharmaceuticals(原研);维健医药,肾源性尿崩症(差异化疾病),I期临床,2022-04-01,Unknown,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna,,内分泌及代谢领域,"批准上市:注射剂;片剂_x000D_
I期临床:舌下片",DR032515,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,1978-02-21,approved,2,True,False,False,[],['Ferring Pharmaceuticals'],1,"['Ferring Pharmaceuticals(原研)', '维健医药']",内分泌及代谢领域,肾源性尿崩症,['内分泌及代谢领域'],1,内分泌及代谢领域,,,5,1,Endocrinology & Metabolism,Endocrinology & Metabolism,,,nephrogenic diabetes insipidus,desmopressin,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna
去氨加压素,vasopressin,vasopressin类似物,Ferring Pharmaceuticals(原研);维健医药,维生素D缺乏(差异化疾病),I期临床,2025-12-18,Active,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna,,内分泌及代谢领域,"批准上市:注射剂;片剂_x000D_
I期临床:舌下片",DR032515,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,1978-02-21,approved,2,True,False,False,[],['Ferring Pharmaceuticals'],1,"['Ferring Pharmaceuticals(原研)', '维健医药']",内分泌及代谢领域,维生素D缺乏,['内分泌及代谢领域'],1,内分泌及代谢领域,,,5,1,Endocrinology & Metabolism,Endocrinology & Metabolism,,,Vitamin D deficiency,desmopressin,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna
去氨加压素,vasopressin,vasopressin类似物,Ferring Pharmaceuticals(原研);维健医药,双相情感障碍(差异化疾病),I期临床,2022-04-01,Unknown,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna,,精神领域,"批准上市:注射剂;片剂_x000D_
I期临床:舌下片",DR032515,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,1978-02-21,approved,2,True,False,False,[],['Ferring Pharmaceuticals'],1,"['Ferring Pharmaceuticals(原研)', '维健医药']",精神领域,双相情感障碍,['精神领域'],1,精神领域,,,5,1,Psychiatry,Psychiatry,,,bipolar disorder,desmopressin,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna
去氨加压素,vasopressin,vasopressin类似物,Ferring Pharmaceuticals(原研);维健医药,低血压(差异化疾病),I期临床,2025-10-28,Active,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna,,心脑血管领域,"批准上市:注射剂;片剂_x000D_
I期临床:舌下片",DR032515,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,I期临床,,2025-10-28,,phase 1,批准上市,1978-02-21,approved,2,True,False,False,[],['Ferring Pharmaceuticals'],1,"['Ferring Pharmaceuticals(原研)', '维健医药']",心脑血管领域,低血压,['心脑血管领域'],1,心脑血管领域,,,5,1,Cardiovascular & Cerebrovascular,Cardiovascular & Cerebrovascular,,,hypotension,desmopressin,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna
去氨加压素,vasopressin,vasopressin类似物,Ferring Pharmaceuticals(原研);维健医药,动脉粥样硬化(差异化疾病),I期临床,2019-09-25,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna,,心脑血管领域,"批准上市:注射剂;片剂_x000D_
I期临床:舌下片",DR032515,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,1978-02-21,approved,2,True,False,False,[],['Ferring Pharmaceuticals'],1,"['Ferring Pharmaceuticals(原研)', '维健医药']",心脑血管领域,动脉粥样硬化,['心脑血管领域'],1,心脑血管领域,,,5,1,Cardiovascular & Cerebrovascular,Cardiovascular & Cerebrovascular,,,atherosclerosis,desmopressin,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna
去氨加压素,vasopressin,vasopressin类似物,Ferring Pharmaceuticals(原研);维健医药,子宫内膜异位(差异化疾病),I期临床,2017-08-13,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna,,泌尿生殖领域,"批准上市:注射剂;片剂_x000D_
I期临床:舌下片",DR032515,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,I期临床,,2017-08-13,,phase 1,批准上市,1978-02-21,approved,2,True,False,False,[],['Ferring Pharmaceuticals'],1,"['Ferring Pharmaceuticals(原研)', '维健医药']",泌尿生殖领域,子宫内膜异位,['泌尿生殖领域'],1,泌尿生殖领域,,,5,1,Genitourinary,Genitourinary,,,endometriosis,desmopressin,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna
去氨加压素,vasopressin,vasopressin类似物,Ferring Pharmaceuticals(原研);维健医药,前列腺疾病(差异化疾病),I期临床,2009-05-15,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna,,泌尿生殖领域,"批准上市:注射剂;片剂_x000D_
I期临床:舌下片",DR032515,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,1978-02-21,approved,2,True,False,False,[],['Ferring Pharmaceuticals'],1,"['Ferring Pharmaceuticals(原研)', '维健医药']",泌尿生殖领域,前列腺疾病,['泌尿生殖领域'],1,泌尿生殖领域,,,5,1,Genitourinary,Genitourinary,,,prostate disease,desmopressin,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna
去氨加压素,vasopressin,vasopressin类似物,Ferring Pharmaceuticals(原研);维健医药,月经过多(差异化疾病),I期临床,2005-05-19,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna,,泌尿生殖领域,"批准上市:注射剂;片剂_x000D_
I期临床:舌下片",DR032515,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,I期临床,,2005-05-19,phase 1,批准上市,1978-02-21,approved,2,True,False,False,[],['Ferring Pharmaceuticals'],1,"['Ferring Pharmaceuticals(原研)', '维健医药']",泌尿生殖领域,月经过多,['泌尿生殖领域'],1,泌尿生殖领域,,,5,1,Genitourinary,Genitourinary,,,Menorrhagia,desmopressin,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna
去氨加压素,vasopressin,vasopressin类似物,Ferring Pharmaceuticals(原研);维健医药,术后出血,I期临床,2019-04-21,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna,,其他领域,"批准上市:注射剂;片剂_x000D_
I期临床:舌下片",DR032515,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,I期临床,,2019-04-21,,phase 1,批准上市,1978-02-21,approved,2,True,False,False,[],['Ferring Pharmaceuticals'],1,"['Ferring Pharmaceuticals(原研)', '维健医药']",其他领域,术后出血,['其他领域'],1,其他领域,,,5,1,Others,Others,,,postoperative bleeding,desmopressin,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna
去氨加压素,vasopressin,vasopressin类似物,Ferring Pharmaceuticals(原研);维健医药,获得性血友病(差异化疾病),I期临床,2011-07-27,Inactive,多肽,化药,环肽;First-in-Class;差异化疾病,类似物,创新药,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna,,血液领域;罕见疾病领域,"批准上市:注射剂;片剂_x000D_
I期临床:舌下片",DR032515,否,欧洲,中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,phase 1,批准上市,1978-02-21,approved,2,True,True,False,[],['Ferring Pharmaceuticals'],1,"['Ferring Pharmaceuticals(原研)', '维健医药']",血液领域,获得性血友病,['血液领域'],1,血液领域,,,5,1,Hematology,Hematology,,,acquired hemophilia,desmopressin,去氨加压素;desmopressin;Ddavp;Concentraid;desmopresin;Nocdurna
粘菌素,not available,多粘菌素类抗生素,Par Pharmaceutical(Endo International)(原研),志贺杆菌病(差异化疾病),批准上市,,Active,其他,化药,环肽;差异化疾病,多粘菌素类抗生素,创新药,粘菌素;colistin;抗敌素;COL,,感染领域;消化领域,,DR049240,否,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,approved,批准上市,1982-01-01,approved,1,True,False,False,[],['Par Pharmaceutical(Endo International)'],1,['Par Pharmaceutical(Endo International)(原研)'],感染领域,志贺杆菌病,"['感染领域', '消化领域']",2,感染领域,消化领域,,5,5,Infectious Diseases,Infectious Diseases,Digestive System,,shigellosis,colistin,粘菌素;colistin;抗敌素;COL
紫霉素,not available,多肽类抗生素,Pfizer(Top20 MNC)(原研),结核病,批准上市,,Active,小分子,化药,环肽,多肽类抗生素,创新药,紫霉素;viomycin,,感染领域,,DR051819,否,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,approved,批准上市,1982-01-01,approved,1,True,False,True,['Pfizer'],['Pfizer'],1,['Pfizer(Top20 MNC)(原研)'],感染领域,结核病,['感染领域'],1,感染领域,,,5,5,Infectious Diseases,Infectious Diseases,,,tuberculosis,viomycin,紫霉素;viomycin
血管加压素,vasopressin,vasopressin,Par Sterile Products(原研),中枢性尿崩症,批准上市,,Active,多肽,化药,环肽;差异化疾病,原形,创新药,血管加压素;vasopressin;arginine vasopressin;精氨酸加压素;抗利尿激素;Vasostrict;Vasopressins;argipressin,,内分泌及代谢领域,,DR001309,否,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,approved,批准上市,1982-01-01,approved,1,True,False,False,[],['Par Sterile Products'],1,['Par Sterile Products(原研)'],内分泌及代谢领域,中枢性尿崩症,['内分泌及代谢领域'],1,内分泌及代谢领域,,,5,5,Endocrinology & Metabolism,Endocrinology & Metabolism,,,central diabetes insipidus,vasopressin,血管加压素;vasopressin;arginine vasopressin;精氨酸加压素;抗利尿激素;Vasostrict;Vasopressins;argipressin
血管加压素,vasopressin,vasopressin,Par Sterile Products(原研),血管扩张性休克(差异化疾病),批准上市,,Active,多肽,化药,环肽;差异化疾病,原形,创新药,血管加压素;vasopressin;arginine vasopressin;精氨酸加压素;抗利尿激素;Vasostrict;Vasopressins;argipressin,,其他领域,,DR001309,否,美国,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,approved,批准上市,1982-01-01,approved,1,True,False,False,[],['Par Sterile Products'],1,['Par Sterile Products(原研)'],其他领域,血管扩张性休克,['其他领域'],1,其他领域,,,5,5,Others,Others,,,vasodilatory shock,vasopressin,血管加压素;vasopressin;arginine vasopressin;精氨酸加压素;抗利尿激素;Vasostrict;Vasopressins;argipressin
环孢素,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,Sandoz(原研),再生障碍性贫血(差异化疾病),批准上市,,Active,多肽,化药,环肽;胆汁酸通路;First-in-Class;差异化疾病;非降解型分子胶,抑制剂;分子胶,创新药,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral,,血液领域;罕见疾病领域,批准上市:注射剂;软胶囊,DR032554,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,approved,批准上市,1983-11-14,approved,1,True,True,False,[],['Sandoz'],1,['Sandoz(原研)'],血液领域,再生障碍性贫血,['血液领域'],1,血液领域,,,5,5,Hematology,Hematology,,,aplastic anemia,cyclosporine,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral
环孢素,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,Sandoz(原研),类风湿性关节炎(差异化疾病),批准上市,,Active,多肽,化药,环肽;胆汁酸通路;First-in-Class;差异化疾病;非降解型分子胶,抑制剂;分子胶,创新药,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral,,骨骼肌肉领域;免疫领域,批准上市:注射剂;软胶囊,DR032554,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,approved,批准上市,1983-11-14,approved,1,True,False,False,[],['Sandoz'],1,['Sandoz(原研)'],骨骼肌肉领域,类风湿性关节炎,"['骨骼肌肉领域', '免疫领域']",2,骨骼肌肉领域,免疫领域,,5,5,Musculoskeletal,Musculoskeletal,Immunology,,rheumatoid arthritis,cyclosporine,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral
环孢素,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,Sandoz(原研),银屑病,批准上市,,Active,多肽,化药,环肽;胆汁酸通路;First-in-Class;差异化疾病;非降解型分子胶,抑制剂;分子胶,创新药,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral,,免疫领域;皮肤领域,批准上市:注射剂;软胶囊,DR032554,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,approved,批准上市,1983-11-14,approved,1,True,False,False,[],['Sandoz'],1,['Sandoz(原研)'],免疫领域,银屑病,"['免疫领域', '皮肤领域']",2,免疫领域,皮肤领域,,5,5,Immunology,Immunology,Dermatology,,psoriasis,cyclosporine,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral
环孢素,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,Sandoz(原研),器官移植排斥,批准上市,,Active,多肽,化药,环肽;胆汁酸通路;First-in-Class;差异化疾病;非降解型分子胶,抑制剂;分子胶,创新药,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral,,罕见疾病领域;免疫领域,批准上市:注射剂;软胶囊,DR032554,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,approved,批准上市,1983-11-14,approved,1,True,True,False,[],['Sandoz'],1,['Sandoz(原研)'],免疫领域,器官移植排斥,['免疫领域'],1,免疫领域,,,5,5,Immunology,Immunology,,,organ transplant rejection,cyclosporine,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral
环孢素,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,Sandoz(原研),移植物抗宿主病(差异化疾病),批准上市,,Active,多肽,化药,环肽;胆汁酸通路;First-in-Class;差异化疾病;非降解型分子胶,抑制剂;分子胶,创新药,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral,,罕见疾病领域;免疫领域,批准上市:注射剂;软胶囊,DR032554,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,approved,批准上市,1983-11-14,approved,1,True,True,False,[],['Sandoz'],1,['Sandoz(原研)'],免疫领域,移植物抗宿主病,['免疫领域'],1,免疫领域,,,5,5,Immunology,Immunology,,,graft versus host disease,cyclosporine,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral
环孢素,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,Sandoz(原研),特应性皮炎(差异化疾病),批准上市,,Active,多肽,化药,环肽;胆汁酸通路;First-in-Class;差异化疾病;非降解型分子胶,抑制剂;分子胶,创新药,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral,,免疫领域;皮肤领域,批准上市:注射剂;软胶囊,DR032554,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,approved,批准上市,1983-11-14,approved,1,True,False,False,[],['Sandoz'],1,['Sandoz(原研)'],免疫领域,特应性皮炎,"['免疫领域', '皮肤领域']",2,免疫领域,皮肤领域,,5,5,Immunology,Immunology,Dermatology,,atopic dermatitis,cyclosporine,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral
环孢素,CaN;NTCP;Cyp,NTCP抑制剂;CaN×Cyp分子胶,Sandoz(原研),狼疮性肾炎,批准上市,,Active,多肽,化药,环肽;胆汁酸通路;First-in-Class;差异化疾病;非降解型分子胶,抑制剂;分子胶,创新药,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral,,免疫领域;泌尿生殖领域,批准上市:注射剂;软胶囊,DR032554,否,欧洲,全球;中国(内地);中国(港澳台);美国;欧洲;日本;其他,,,,,approved,批准上市,1983-11-14,approved,1,True,False,False,[],['Sandoz'],1,['Sandoz(原研)'],免疫领域,狼疮性肾炎,"['免疫领域', '泌尿生殖领域']",2,免疫领域,泌尿生殖领域,,5,5,Immunology,Immunology,Genitourinary,,lupus nephritis,cyclosporine,环孢素;cyclosporine;环孢菌素;ciclosporin;ciclosprin A;Sandimmun;cyclosporin;cyclosporin A;cyclosporine A;cyclosporione A;ciclosporine;NSC #290193;Neoral
